height(mAGL) detrain(unitless)
50 0.0336
150 0.0344
250 0.0340
350 0.0333
450 0.0326
550 0.0319
650 0.0314
750 0.0316
850 0.0319
950 0.0316
1050 0.0307
1150 0.0298
1250 0.0285
1350 0.0271
1450 0.0258
1550 0.0248
1650 0.0239
1750 0.0233
1850 0.0226
1950 0.0217
2050 0.0212
2150 0.0207
2250 0.0204
2350 0.0201
2450 0.0196
2550 0.0187
2650 0.0179
2750 0.0171
2850 0.0163
2950 0.0157
3050 0.0151
3150 0.0147
3250 0.0143
3350 0.0139
3450 0.0136
3550 0.0133
3650 0.0129
3750 0.0126
3850 0.0124
3950 0.0121
4050 0.0118
4150 0.0114
4250 0.0109
4350 0.0104
4450 0.0098
4550 0.0088
4650 0.0073
4750 0.0059
4850 0.0046
4950 0.0035
5050 0.0026
5150 0.0019
5250 0.0013
5350 0.0009
5450 0.0007
5550 0.0006
5650 0.0005
5750 0.0003
5850 0.0000
5950 0.0000
6050 0.0000
6150 0.0000
6250 0.0000
6350 0.0000
6450 0.0000
6550 0.0000
6650 0.0000
6750 0.0000
6850 0.0000
6950 0.0000
7050 0.0000
7150 0.0000
7250 0.0000
7350 0.0000
7450 0.0000
7550 0.0000
7650 0.0000
7750 0.0000
7850 0.0000
7950 0.0000
8050 0.0000
8150 0.0000
8250 0.0000
8350 0.0000
8450 0.0000
8550 0.0000
8650 0.0000
8750 0.0000
8850 0.0000
8950 0.0000
9050 0.0000
9150 0.0000
9250 0.0000
9350 0.0000
9450 0.0000
9550 0.0000
9650 0.0000
9750 0.0000
9850 0.0000
9950 0.0000
10050 0.0000
10150 0.0000
10250 0.0000
10350 0.0000
10450 0.0000
10550 0.0000
10650 0.0000
10750 0.0000
10850 0.0000
10950 0.0000
11050 0.0000
11150 0.0000
11250 0.0000
11350 0.0000
11450 0.0000
11550 0.0000
11650 0.0000
11750 0.0000
11850 0.0000
11950 0.0000
12050 0.0000
12150 0.0000
12250 0.0000
12350 0.0000
12450 0.0000
12550 0.0000
12650 0.0000
12750 0.0000
12850 0.0000
12950 0.0000
13050 0.0000
13150 0.0000
13250 0.0000
13350 0.0000
13450 0.0000
13550 0.0000
13650 0.0000
13750 0.0000
13850 0.0000
13950 0.0000
14050 0.0000
14150 0.0000
14250 0.0000
14350 0.0000
14450 0.0000
14550 0.0000
14650 0.0000
14750 0.0000
14850 0.0000
14950 0.0000
15050 0.0000
15150 0.0000
15250 0.0000
15350 0.0000
15450 0.0000
15550 0.0000
15650 0.0000
15750 0.0000
15850 0.0000
15950 0.0000
16050 0.0000
16150 0.0000
16250 0.0000
16350 0.0000
16450 0.0000
16550 0.0000
16650 0.0000
16750 0.0000
16850 0.0000
16950 0.0000
17050 0.0000
17150 0.0000
17250 0.0000
17350 0.0000
17450 0.0000
17550 0.0000
17650 0.0000
17750 0.0000
17850 0.0000
17950 0.0000
18050 0.0000
18150 0.0000
18250 0.0000
18350 0.0000
18450 0.0000
18550 0.0000
18650 0.0000
18750 0.0000
18850 0.0000
18950 0.0000
19050 0.0000
19150 0.0000
19250 0.0000
19350 0.0000
19450 0.0000
19550 0.0000
19650 0.0000
19750 0.0000
19850 0.0000
19950 0.0000
